Date,RO1_Feed_pH,RO1_Feed_EC_µscms,RO1_Feed_TDS_mgl,RO1_Feed_TSS_mgl,RO1_Feed_Turbidity_NTU,RO1_Feed_COD_mgl,RO1_Feed_NH3N_mgl,RO1_Feed_Zinc_mgl,RO1_Feed_Total_Hardness,RO1_Feed_Ca_Hardness,RO1_Feed_Total_Alkalinity,RO1_Feed_PO4_mgl,RO1_Feed_TFe_mgl,RO1_Feed_SDI,RO1_P_PH,RO1_P_COND_µscms,RO1_P_TDS_mgl,RO1_P_COD_mgl,RO1_P_Total_Hardnes,RO1_P_Ca_Hardness,RO1_P_NH3N_mgl,RO1_R_PH,RO1_R_COND_µscms,RO1_R_TSS,RO1_R_TDS_mgl,RO1_R_Total_Hardnes,RO1_R_Ca_Hardness,RO1_R_Total_Alkalinity,RO1_R_COD_mgl,RO_1_FEED_PRESSURE,RO_1_Rej_PRESSURE,RO1_Feed_FLOW_m3hr,RO1_Permeate_FLOW_KL,RO1_REJECT_FLOW_KL,Recovery_%,Salt_Passage_%,Salt_Rejection_%,DeltaP_bar,TCF,Norm_Permeate_Flow,NSP_%,Diagnosis,hour,day,weekday,month,sin_yr,cos_yr,TDS_roll_3,Permeate_roll_3,TDS_roll_6,Permeate_roll_6,TDS_lag_1,Permeate_lag_1,Recovery_lag_1,TDS_lag_3,Permeate_lag_3,Recovery_lag_3,TDS_x_Hardness,Recovery_next,Recovery_pred_cv,residual
17-04-2025,7.42,15150,9090,115,0.98,720,123.2,,2000,1300,,,,4.457356697,7.32,300,150,8,,,6.16,7.14,24900,738,15045,5000,3400,400,1400,24,22,5.6,2.7,2.9,48.21428571,1.650165017,98.34983498,2,1,2.7,1.650165017,Normal,0,17,3,4,0.963807423,-0.266599421,9686.666667,2.7,9273.333333,2.7,10110,2.7,48.21428571,7090,2.7,48.21428571,18180000,48.21428571,50.58196446,-2.367678742
18-04-2025,7.56,15120,9365,104.5,1.21,688,103.6,,3000,2600,300,53.7,1.72,4,6.86,319,180,8,40,20,6.16,6.98,17910,354,10750,,,,1400,24,22,5.6,2.7,2.9,48.21428571,1.922050187,98.07794981,2,1,2.7,1.922050187,Normal,0,18,4,4,0.95907889,-0.283138981,9521.666667,2.7,8767.5,2.7,9090,2.7,48.21428571,9860,2.7,48.21428571,28095000,48.21428571,50.3286217,-2.114335987
19-04-2025,7.4,15590,7090,104.5,0.98,1328,112,0.3221,2000,1300,,,,4.7,7.29,313,150,4,,,6.16,7,19100,425,10750,,,,1400,24,22,5.6,2.7,2.9,48.21428571,2.115655853,97.88434415,2,1,2.7,2.115655853,Normal,0,19,5,4,0.95406655,-0.299594756,8515,2.7,8767.5,2.7,9365,2.7,48.21428571,10110,2.7,48.21428571,14180000,48.21428571,50.84387199,-2.629586274
20-04-2025,7.455,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.8,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,24,22,5.6,2.7,2.9,48.21428571,2.115655853,97.88434415,2,1,2.7,2.115655853,Normal,0,20,6,4,0.948771886,-0.315961877,7848.333333,2.7,8767.5,2.7,7090,2.7,48.21428571,9090,2.7,48.21428571,14180000,48.21428571,50.46837882,-2.254093108
21-04-2025,7.51,13700,8745,103.5,2.1,720,120.2,,2700,2100,300,,,4.5,7.32,345,122.5,0,40,20,6.25,6.35,14800,534,10170,4600,3500,400,1200,24,22,5.6,2.7,2.9,48.21428571,1.400800457,98.59919954,2,1,2.7,1.400800457,Normal,0,21,0,4,0.943196466,-0.332235499,7641.666667,2.7,8581.666667,2.7,7090,2.7,48.21428571,9365,2.7,48.21428571,23611500,48.21428571,50.07934265,-1.865056935
22-04-2025,7.36,14400,7090,103,0.98,880,103.6,,2000,1300,,,,4.475308093,6.27,269,150,8,,,6.16,6.1,14760,480,10750,,,,1400,24,22,5.6,2.7,2.9,48.21428571,2.115655853,97.88434415,2,1,2.7,2.115655853,Normal,0,22,1,4,0.937341938,-0.348410807,7641.666667,2.7,8078.333333,2.7,8745,2.7,48.21428571,7090,2.7,48.21428571,14180000,48.21428571,50.36517648,-2.15089077
23-04-2025,7.51,15210,9110,101,0.98,656,112,0.402,3600,3000,300,61.1,2,4.451191146,6.9,283,134,0,40,20,6.16,6.57,18480,454,10125,4700,3800,400,1200,24,22,5.6,2.7,2.9,48.21428571,1.470911087,98.52908891,2,1,2.7,1.470911087,Normal,0,23,2,4,0.931210036,-0.364483015,8315,2.7,8081.666667,2.7,7090,2.7,48.21428571,7090,2.7,48.21428571,32796000,48.21428571,50.0116874,-1.797401686
24-04-2025,7.34,14680,7090,104.5,0.98,672,100.8,,2000,1300,,46.1,1.824,4.478480595,6.86,312,150,8,,,6.16,6.855,15125,425,10750,,,,1400,24,22,5.6,2.7,2.9,48.21428571,2.115655853,97.88434415,2,1,2.7,2.115655853,Normal,0,24,3,4,0.924802574,-0.380447366,7763.333333,2.7,7702.5,2.7,9110,2.7,48.21428571,8745,2.7,48.21428571,14180000,48.21428571,50.00094181,-1.786656096
25-04-2025,7.46,16530,7090,98,1.9,896,103.6,,2000,1300,,,,4.481628327,7.29,297,150,8,,,6.16,6.09,23000,425,10750,,,,1400,24,22,5.6,2.7,2.9,48.21428571,2.115655853,97.88434415,2,1,2.7,2.115655853,Normal,0,25,4,4,0.918121448,-0.396299137,7763.333333,2.7,7702.5,2.7,7090,2.7,48.21428571,7090,2.7,48.21428571,14180000,48.21428571,49.20028755,-0.986001831
26-04-2025,7.31,14650,9815,110,0.98,960,117.6,0.3032,3000,2700,400,,,3.2,7.19,347,150,8,50,30,7.84,6.06,23100,240,16170,,,,1400,24,22,5.6,2.7,2.9,48.21428571,1.528273051,98.47172695,2,1,2.7,1.528273051,Normal,0,26,5,4,0.911168635,-0.412033637,7998.333333,2.7,8156.666667,2.7,7090,2.7,48.21428571,9110,2.7,48.21428571,29445000,48.21428571,49.29003895,-1.075753234
27-04-2025,7.49,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.44356404,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,24,22,5.6,2.7,2.9,48.21428571,2.115655853,97.88434415,2,1,2.7,2.115655853,Normal,0,27,6,4,0.903946193,-0.427646209,7998.333333,2.7,7880.833333,2.7,9815,2.7,48.21428571,7090,2.7,48.21428571,14180000,48.21428571,49.18767157,-0.973385857
28-04-2025,7.67,15110,9880,58,1.5,960,103.6,,2000,1300,,51.2,2.64,4.43216519,8.03,280,140,6,,,6.16,7.46,23700,676,16590,5500,4000,500,1400,24,22,5.6,2.7,2.9,48.21428571,1.417004049,98.58299595,2,1,2.7,1.417004049,Normal,0,28,0,4,0.896456258,-0.443132234,8928.333333,2.7,8345.833333,2.7,7090,2.7,48.21428571,7090,2.7,48.21428571,19760000,48.21428571,49.17810183,-0.963816115
29-04-2025,7.6,16300,10595,117.5,0.98,912,114.8,,3100,2900,300,,,4.438001464,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,24,22,5.6,2.7,2.9,48.21428571,1.415762152,98.58423785,2,1,2.7,1.415762152,Normal,0,29,1,4,0.888701048,-0.458487129,9188.333333,2.7,8593.333333,2.7,9880,2.7,48.21428571,9815,2.7,48.21428571,32844500,48.21428571,49.03478806,-0.820502343
30-04-2025,7.6,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.435792737,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,24,22,5.6,2.7,2.9,48.21428571,2.115655853,97.88434415,2,1,2.7,2.115655853,Normal,0,30,2,4,0.880682856,-0.47370635,9188.333333,2.7,8593.333333,2.7,10595,2.7,48.21428571,7090,2.7,48.21428571,14180000,48.21428571,49.23980844,-1.025522725
01-05-2025,7.6,17550,11580,139.5,2.2,944,92.4,,4000,3200,300,,,4.436781959,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,24,22,5.6,2.7,2.9,48.21428571,1.295336788,98.70466321,2,1,2.7,1.295336788,Normal,0,1,3,5,0.872404057,-0.488785394,9755,2.7,9341.666667,2.7,7090,2.7,48.21428571,9880,2.7,48.21428571,46320000,48.21428571,48.8541138,-0.639828086
02-05-2025,7.52,18870,11800,106,0.98,880,103.6,,2000,1300,,,,5,7.34,344,172,8,30,10,7.6,6.83,28500,800,19960,5600,4500,400,1400,24,22,5.6,2.7,2.9,48.21428571,1.457627119,98.54237288,2,1,2.7,1.457627119,Normal,0,2,4,5,0.863867099,-0.503719799,10156.66667,2.7,9672.5,2.7,11580,2.7,48.21428571,10595,2.7,48.21428571,23600000,48.21428571,49.15534792,-0.94106221
03-05-2025,7.605,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.435439496,6.62,397,150,8,,,6.16,6.855,15125,425,10750,,,,1400,24,22,5.6,2.7,2.9,48.21428571,2.115655853,97.88434415,2,1,2.7,2.115655853,Normal,0,3,5,5,0.855074509,-0.518505144,10156.66667,2.7,9672.5,2.7,11800,2.7,48.21428571,7090,2.7,48.21428571,14180000,48.21428571,48.95682236,-0.742536647
04-05-2025,7.69,22100,13845,111,2.4,896,103.6,,5000,4200,400,,,4.43814917,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,24,22,5.6,2.7,2.9,48.21428571,1.083423619,98.91657638,2,1,2.7,1.083423619,Normal,0,4,6,5,0.846028888,-0.533137056,10911.66667,2.7,10333.33333,2.7,7090,2.7,48.21428571,11580,2.7,48.21428571,69225000,48.21428571,48.75682893,-0.542543219
05-05-2025,8.04,21600,14250,104.5,0.98,1088,109.2,,2000,1300,,27.3,,4.406549092,7.38,376,206,4,20,10,6.5,7.03,29100,491,16895,5700,4700,500,1840,24,22,5.6,2.7,2.9,48.21428571,1.445614035,98.55438596,2,1,2.7,1.445614035,Normal,0,5,0,5,0.836732914,-0.547611204,11728.33333,2.7,10942.5,2.7,13845,2.7,48.21428571,11800,2.7,48.21428571,28500000,48.21428571,49.12318076,-0.90889505
06-05-2025,7.87,25100,7090,103.5,1.6,1152,106.4,,4500,3600,300,,,5,7.91,510,254,8,,,6.16,7.16,28200,391,21150,,,,1400,24,22,5.6,2.7,2.9,48.21428571,3.582510578,96.41748942,2,1,2.7,3.582510578,Normal,0,6,1,5,0.827189337,-0.561923305,11728.33333,2.7,10942.5,2.7,14250,2.7,48.21428571,7090,2.7,48.21428571,31905000,48.21428571,48.58040564,-0.366119929
07-05-2025,7.65,21600,17230,107.5,0.98,1280,106,0.81,2000,1300,,,1.92,4.406647821,8.5,465,150,12,50,20,8.96,7.56,36500,540,10750,6100,5000,500,2080,24,22,5.6,2.7,2.9,48.21428571,0.870574579,99.12942542,2,1,2.7,0.870574579,Normal,0,7,2,5,0.817400982,-0.576069123,12856.66667,2.7,11884.16667,2.7,7090,2.7,48.21428571,13845,2.7,48.21428571,34460000,48.21428571,49.36838133,-1.154095616
08-05-2025,7.7,24300,19340,110,2.1,1264,106.4,,4300,3500,400,33.2,,4.400643424,7.12,200,110,20,,,6.16,7.23,24200,425,10750,,,,1600,24,22,5.6,2.7,2.9,48.21428571,0.56876939,99.43123061,2,1,2.7,0.56876939,Normal,0,8,3,5,0.807370744,-0.590044474,14553.33333,2.7,13140.83333,2.7,17230,2.7,48.21428571,14250,2.7,48.21428571,83162000,48.21428571,48.91333043,-0.699044721
09-05-2025,7.7,24000,17990,106.5,0.98,960,112,0.933,2000,1300,,,,4.411195452,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,24,22,5.6,2.7,2.9,48.21428571,0.833796554,99.16620345,2,1,2.7,0.833796554,Normal,0,9,4,5,0.797101593,-0.603845221,18186.66667,2.7,14957.5,2.7,19340,2.7,48.21428571,7090,2.7,48.21428571,35980000,48.21428571,49.10832155,-0.894035833
10-05-2025,7.675,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.430494122,7.4,318,150,4,,,6.16,6.65,26700,223.5,19150,,,,1400,24,22,5.6,2.7,2.9,48.21428571,2.115655853,97.88434415,2,1,2.7,2.115655853,Normal,0,10,5,5,0.786596566,-0.61746728,14806.66667,2.7,13831.66667,2.7,17990,2.7,48.21428571,17230,2.7,48.21428571,14180000,48.21428571,49.1073113,-0.89302559
11-05-2025,7.65,20700,12795,103.5,2.5,1152,103.6,1.1216,4400,3300,300,37.9,1.335,4.441850825,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,24,22,5.6,2.7,2.9,48.21428571,1.172332943,98.82766706,2,1,2.7,1.172332943,Normal,0,11,6,5,0.775858773,-0.630906621,12625,2.7,13589.16667,2.7,7090,2.7,48.21428571,19340,2.7,48.21428571,56298000,48.21428571,48.70427548,-0.489989767
12-05-2025,7.65,19900,7090,104.5,0.98,1152,98,,2000,1300,,,,4.2,7.54,375,150,12,30,10,7.16,6.96,29900,772,18480,6000,5200,400,1480,24,22,5.6,2.7,2.9,48.21428571,2.115655853,97.88434415,2,1,2.7,2.115655853,Normal,0,12,0,5,0.76489139,-0.644159267,8991.666667,2.7,13589.16667,2.7,12795,2.7,48.21428571,17990,2.7,48.21428571,14180000,48.21428571,49.18115767,-0.966871953
13-05-2025,7.65,19430,7090,107.5,1.7,944,103.6,0.934,4500,3300,400,,,4.48642895,7.6,345,150,8,,,6.16,7.5,35000,425,10750,,,,1400,24,22,5.6,2.7,2.9,48.21428571,2.115655853,97.88434415,2,1,2.7,2.115655853,Normal,0,13,1,5,0.753697664,-0.657221295,8991.666667,2.7,11899.16667,2.7,7090,2.7,48.21428571,7090,2.7,48.21428571,31905000,48.21428571,48.62872395,-0.414438237
14-05-2025,7.725,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.426961712,6.85,312,156,8,40,20,6.16,6.43,21200,261,14545,5400,4300,400,1520,24,22,5.6,2.7,2.9,48.21428571,2.200282087,97.79971791,2,1,2.7,2.200282087,Normal,0,14,2,5,0.742280907,-0.670088841,7090,2.7,9857.5,2.7,7090,2.7,48.21428571,12795,2.7,48.21428571,14180000,48.21428571,48.97924592,-0.764960209
15-05-2025,7.8,19330,12755,110,0.98,864,103.6,,2000,1300,,61.9,1.75,4.423012938,7.18,390,150,8,,,6.16,6.6,24300,922,16070,,,,1400,24,22,5.6,2.7,2.9,48.21428571,1.176009408,98.82399059,2,1,2.7,1.176009408,Normal,0,15,3,5,0.730644497,-0.682758097,8978.333333,2.7,8985,2.7,7090,2.7,48.21428571,7090,2.7,48.21428571,25510000,48.21428571,48.77556198,-0.561276269
16-05-2025,7.78,18980,7090,110,2,1040,106.4,,2000,1300,,,,4.474416855,7.25,220,150,16,,,6.5,7.25,28000,425,10750,,,,1280,24,22,5.6,2.7,2.9,48.21428571,2.115655853,97.88434415,2,1,2.7,2.115655853,Normal,0,16,4,5,0.718791877,-0.695225314,8978.333333,2.7,8985,2.7,12755,2.7,48.21428571,7090,2.7,48.21428571,14180000,48.21428571,48.97930962,-0.765023907
17-05-2025,7.805,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,5.1,7.76,361,180,8,,,6.16,7.54,21200,484,10750,,,,1400,24,22,5.6,2.7,2.9,48.21428571,2.538787024,97.46121298,2,1,2.7,2.538787024,Normal,0,17,5,5,0.706726556,-0.707486802,8978.333333,2.7,8034.166667,2.7,7090,2.7,48.21428571,7090,2.7,48.21428571,14180000,48.21428571,48.72206272,-0.507777002
18-05-2025,7.83,19600,13610,131,0.98,800,103.6,,3800,2500,300,,1.42,4.414713266,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,24,22,5.6,2.7,2.9,48.21428571,1.102130786,98.89786921,2,1,2.7,1.102130786,Normal,0,18,6,5,0.694452102,-0.719538934,9263.333333,2.7,9120.833333,2.7,7090,2.7,48.21428571,12755,2.7,48.21428571,51718000,48.21428571,48.3994135,-0.185127789
19-05-2025,7.8,19980,13925,70,2.5,1136,109.2,2.101,2000,1300,,,,4.416318632,7.69,451,152,12,30,10,6.16,7.27,25100,300,16450,5100,4000,400,1240,24,22,5.6,2.7,2.9,48.21428571,1.091561939,98.90843806,2,1,2.7,1.091561939,Normal,0,19,0,5,0.681972149,-0.731378143,11541.66667,2.7,10260,2.7,13610,2.7,48.21428571,7090,2.7,48.21428571,27850000,48.21428571,48.62883686,-0.41455115
20-05-2025,7.85,21600,7090,175,0.98,1056,103.6,,2000,1300,,38.9,2.87,4.485935726,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,24,22,5.6,2.7,2.9,48.21428571,2.115655853,97.88434415,2,1,2.7,2.115655853,Normal,0,20,1,5,0.66929039,-0.743000925,11541.66667,2.7,10260,2.7,13925,2.7,48.21428571,7090,2.7,48.21428571,14180000,48.21428571,48.84362067,-0.62933496
21-05-2025,7.61,19220,7090,103,0.98,1056,120.8,,3900,2400,300,29.7,,5,7.5,503,150,20,,,11.2,6.69,28700,425,10750,,,,1600,24,22,5.6,2.7,2.9,48.21428571,2.115655853,97.88434415,2,1,2.7,2.115655853,Normal,0,21,2,5,0.656410576,-0.754403841,9368.333333,2.7,9315.833333,2.7,7090,2.7,48.21428571,13610,2.7,48.21428571,27651000,48.21428571,48.6996765,-0.485390785
22-05-2025,7.67,25300,17985,103.8,2.2,1008,103.6,1.274,2000,1300,,,2.07,4.421530244,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,24,22,5.6,2.7,2.9,48.21428571,0.834028357,99.16597164,2,1,2.7,0.834028357,Normal,0,22,3,5,0.64333652,-0.765583517,10721.66667,2.7,11131.66667,2.7,7090,2.7,48.21428571,13925,2.7,48.21428571,35970000,48.21428571,48.8204277,-0.606141988
23-05-2025,7.6,26000,7090,179,0.98,1568,103.6,,3800,2600,300,31.2,,4.531247655,7.54,522,280,8,,,8.9,6.76,33800,425,23320,6000,5100,500,1920,24,22,5.6,2.7,2.9,48.21428571,3.94922426,96.05077574,2,1,2.7,3.94922426,Normal,0,23,4,5,0.630072091,-0.776536644,10721.66667,2.7,11131.66667,2.7,17985,2.7,48.21428571,7090,2.7,48.21428571,26942000,48.21428571,48.80100601,-0.586720298
24-05-2025,7.53,26000,7090,139.5,0.98,1376,103.6,,2000,1300,,,,4.536193029,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,24,22,5.6,2.7,2.9,48.21428571,2.115655853,97.88434415,2,1,2.7,2.115655853,Normal,0,24,5,5,0.616621213,-0.787259982,10721.66667,2.7,10045,2.7,7090,2.7,48.21428571,7090,2.7,48.21428571,14180000,48.21428571,48.88158637,-0.667300653
25-05-2025,6.99,24000,16000,128.5,1.9,1400,112,,4200,2700,400,,1.06,4.5,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,24,22,5.6,2.7,2.9,48.21428571,0.9375,99.0625,2,1,2.7,0.9375,Normal,0,25,6,5,0.602987867,-0.797750357,10060,2.7,10390.83333,2.7,7090,2.7,48.21428571,17985,2.7,48.21428571,67200000,48.21428571,48.28733211,-0.073046397
26-05-2025,7.75,23300,7090,140,0.98,1200,106,,4000,2500,400,,,4.503683453,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,24,22,5.6,2.7,2.9,48.21428571,2.115655853,97.88434415,2,1,2.7,2.115655853,Normal,0,26,0,5,0.589176087,-0.808004665,10060,2.7,10390.83333,2.7,16000,2.7,48.21428571,7090,2.7,48.21428571,28360000,48.21428571,48.54241589,-0.328130178
27-05-2025,7.68,15200,9880,144,2.3,1040,123.2,,2000,1300,,,,4.432024273,6.9,440,240,40,20,10,6.16,7.63,29900,480,20930,5000,4000,400,1680,24,22,5.6,2.7,2.9,48.21428571,2.429149798,97.5708502,2,1,2.7,2.429149798,Normal,0,27,1,5,0.575189961,-0.818019871,10990,2.7,10855.83333,2.7,7090,2.7,48.21428571,7090,2.7,48.21428571,19760000,48.21428571,48.83574072,-0.621455002
28-05-2025,7.7,15700,11785,104.5,0.98,928,103.6,,3800,2200,300,,,5,6.61,276,150,8,,,10,6.72,21000,425,10750,,,,1400,24,22,5.6,2.7,2.9,48.21428571,1.272804412,98.72719559,2,1,2.7,1.272804412,Normal,0,28,2,5,0.561033626,-0.827793012,9585,2.7,9822.5,2.7,9880,2.7,48.21428571,16000,2.7,48.21428571,44783000,48.21428571,48.93666682,-0.722381104
29-05-2025,7.85,15500,11765,106,2,992,112,,2000,1300,,,,4.404533215,5.96,258,140,8,30,10,8.96,7.32,22500,420,15750,5600,4400,500,1400,24,22,5.6,2.7,2.9,48.21428571,1.189970251,98.81002975,2,1,2.7,1.189970251,Normal,0,29,3,5,0.546711273,-0.837321195,11143.33333,2.7,10601.66667,2.7,11785,2.7,48.21428571,7090,2.7,48.21428571,23530000,48.21428571,49.20576794,-0.991482221
30-05-2025,7.7,15280,10080,98,0.98,992,103.6,0.7928,2000,1300,,,,4.429271479,7.8,230,150,8,,,6.16,7.45,20500,425,10750,,,,1400,24,22,5.6,2.7,2.9,48.21428571,1.488095238,98.51190476,2,1,2.7,1.488095238,Normal,0,30,4,5,0.532227139,-0.846601602,11210,2.7,11100,2.7,11765,2.7,48.21428571,9880,2.7,48.21428571,20160000,48.21428571,48.77903501,-0.564749296
31-05-2025,7.675,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.430494122,7,260,140,16,,,5.6,5.81,18900,540,13230,,,,1800,24,22,5.6,2.7,2.9,48.21428571,1.97461213,98.02538787,2,1,2.7,1.97461213,Normal,0,31,5,5,0.51758551,-0.855631486,9645,2.7,9615,2.7,10080,2.7,48.21428571,11785,2.7,48.21428571,14180000,48.21428571,48.77261745,-0.558331735
01-06-2025,7.65,15350,12300,120,0.98,1072,111.4,,4000,3300,300,,,4.412791412,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,24,22,5.6,2.7,2.9,48.21428571,1.219512195,98.7804878,2,1,2.7,1.219512195,Normal,0,1,6,6,0.50279072,-0.864408174,9823.333333,2.7,10483.33333,2.7,7090,2.7,48.21428571,11765,2.7,48.21428571,49200000,48.21428571,48.22563215,-0.011346431
02-06-2025,7.63,15230,10050,145.5,1.7,1104,103.6,0.56,2000,1300,,,,4.6,7.09,269,160,12,20,10,5.6,6.87,21500,415,15050,5700,4300,300,1280,24,22,5.6,2.7,2.9,48.21428571,1.592039801,98.4079602,2,1,2.7,1.592039801,Normal,0,2,0,6,0.487847145,-0.872929071,9813.333333,2.7,10511.66667,2.7,12300,2.7,48.21428571,10080,2.7,48.21428571,20100000,48.21428571,48.61114955,-0.396863838
03-06-2025,7.65,16400,12585,98.5,0.98,1056,112,,2000,1300,,,,4.416764037,7.01,250,150,8,,,6.16,7.81,22800,320,15960,,,,1400,24,22,5.6,2.7,2.9,48.21428571,1.191895113,98.80810489,2,1,2.7,1.191895113,Normal,0,3,1,6,0.472759209,-0.881191653,11645,2.7,10645,2.7,10050,2.7,48.21428571,7090,2.7,48.21428571,25170000,48.21428571,48.65949949,-0.445213777
04-06-2025,7.61,16410,7090,100.5,0.98,960,103.6,1.488,4900,3200,400,,3.108,4.470277008,6.8,280,150,8,,,6.16,6.71,22400,425,10750,,,,1400,24,22,5.6,2.7,2.9,48.21428571,2.115655853,97.88434415,2,1,2.7,2.115655853,Normal,0,4,2,6,0.457531376,-0.889193477,9908.333333,2.7,9865.833333,2.7,12585,2.7,48.21428571,12300,2.7,48.21428571,34741000,48.21428571,48.21005639,0.004229323
05-06-2025,7.72,16760,14355,104,0.98,912,134.4,0.4192,2000,1300,,,,4.397774312,8.21,328,150,8,28,,6.16,7.05,26600,425,10750,6700,4500,400,2280,24,22,5.6,2.7,2.9,48.21428571,1.044932079,98.95506792,2,1,2.7,1.044932079,Normal,0,5,3,6,0.442168152,-0.896932174,11343.33333,2.7,10578.33333,2.7,7090,2.7,48.21428571,10050,2.7,48.21428571,28710000,48.21428571,48.22731265,-0.013026932
06-06-2025,7.58,17140,11320,110,2.1,1040,103.6,1.417,2000,1300,,,1.81,4.438013779,7.65,270,150,8,,,6.16,6.89,23300,425,16200,,,,1400,24,22,5.6,2.7,2.9,48.21428571,1.325088339,98.67491166,2,1,2.7,1.325088339,Normal,0,6,4,6,0.426674083,-0.904405455,10921.66667,2.7,11283.33333,2.7,14355,2.7,48.21428571,12585,2.7,48.21428571,22640000,48.21428571,48.218977,-0.004691283
07-06-2025,7.615,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.434733014,6.8,360,150,20,,,8.96,7,24200,425,10750,,,,1400,24,22,5.6,2.7,2.9,48.21428571,2.115655853,97.88434415,2,1,2.7,2.115655853,Normal,0,7,5,6,0.411053755,-0.911611107,10921.66667,2.7,10415,2.7,11320,2.7,48.21428571,7090,2.7,48.21428571,14180000,48.21428571,48.21474767,-0.00046196
08-06-2025,7.65,15830,10440,126.5,0.98,944,123.2,0.0096,5000,4200,200,,,4.432943525,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,24,22,5.6,2.7,2.9,48.21428571,1.436781609,98.56321839,2,1,2.7,1.436781609,Normal,0,8,6,6,0.395311789,-0.918546999,9616.666667,2.7,10480,2.7,7090,2.7,48.21428571,14355,2.7,48.21428571,52200000,48.21428571,48.30047521,-0.086189493
09-06-2025,7.58,15870,10310,142.5,2.5,944,103.6,,2000,1300,,,2.21,4.9,7.63,311,170,8,20,10,8.4,6.87,22500,425,15700,6800,5000,300,1520,24,22,5.6,2.7,2.9,48.21428571,1.648884578,98.35111542,2,1,2.7,1.648884578,Normal,0,9,0,6,0.379452844,-0.925211078,9280,2.7,10100.83333,2.7,10440,2.7,48.21428571,11320,2.7,48.21428571,20620000,48.21428571,48.14033048,0.073955234
10-06-2025,7.4,14570,7090,104.5,0.98,800,103.6,0.738,2000,1300,,,1.728,4.473550456,6.98,293,170,8,,,6.16,6.91,23100,425,10750,,,,1400,24,22,5.6,2.7,2.9,48.21428571,2.3977433,97.6022567,2,1,2.7,2.3977433,Normal,0,10,1,6,0.363481612,-0.931601373,9280,2.7,10100.83333,2.7,10310,2.7,48.21428571,7090,2.7,48.21428571,14180000,48.21428571,48.06885752,0.145428194
11-06-2025,7.54,15320,8490,104,0.98,960,109.2,,5800,3900,,,3.11,4.455474868,7.07,267,150,8,,,6.16,6.1,21300,425,10750,,,,1160,24,22,5.6,2.7,2.9,48.21428571,1.766784452,98.23321555,2,1,2.7,1.766784452,Normal,0,11,2,6,0.347402821,-0.937715991,8630,2.7,9123.333333,2.7,7090,2.7,48.21428571,10440,2.7,48.21428571,49242000,48.21428571,48.03491309,0.179372625
12-06-2025,7.56,16580,8675,149.5,1.2,976,103.6,,2000,1300,,,,4.46027546,7.07,281,202,8,,,6.16,6.2,24600,620,15200,7100,5100,,1400,24,22,5.6,2.7,2.9,48.21428571,2.328530259,97.67146974,2,1,2.7,2.328530259,Normal,0,12,3,6,0.331221228,-0.943553124,8085,2.7,8682.5,2.7,8490,2.7,48.21428571,10310,2.7,48.21428571,17350000,48.21428571,48.05947331,0.154812403
13-06-2025,7.56,16780,7090,104.5,0.98,1056,133.4,0.821,2000,1300,,,,4.476134522,7.76,340,160,8,,,6.16,6.41,25300,160.5,13195,,,,1400,24,22,5.6,2.7,2.9,48.21428571,2.256699577,97.74330042,2,1,2.7,2.256699577,Normal,0,13,4,6,0.314941621,-0.949111045,8085,2.7,8682.5,2.7,8675,2.7,48.21428571,7090,2.7,48.21428571,14180000,48.21428571,48.08189242,0.132393297
14-06-2025,7.573333333,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.43767669,6.98,342,150,4,,,9.2,6.99,25900,425,10750,,,,2640,24,22,5.6,2.7,2.9,48.21428571,2.115655853,97.88434415,2,1,2.7,2.115655853,Normal,0,14,5,6,0.298568817,-0.954388108,7618.333333,2.7,8124.166667,2.7,7090,2.7,48.21428571,8490,2.7,48.21428571,14180000,48.21428571,48.13332856,0.080957154
